test_file,cohort,flag,precision@3,precision@5,precision@10,average_precision
colon_208.nii.gz,Colon,lesion_group,0.3333333333333333,0.4,0.4,0.43214285714285716
colon_212.nii.gz,Colon,lesion_group,0.0,0.0,0.1,0.125
colon_011.nii.gz,Colon,lesion_group,0.6666666666666666,0.6,0.3,0.8055555555555556
colon_162.nii.gz,Colon,lesion_group,0.3333333333333333,0.6,0.6,0.6537037037037037
colon_007.nii.gz,Colon,lesion_group,0.0,0.0,0.2,0.22619047619047616
colon_041.nii.gz,Colon,lesion_group,0.3333333333333333,0.4,0.4,0.6428571428571428
colon_216.nii.gz,Colon,lesion_group,0.6666666666666666,0.6,0.4,0.7291666666666666
colon_193.nii.gz,Colon,lesion_group,0.0,0.2,0.2,0.225
colon_005.nii.gz,Colon,lesion_group,0.6666666666666666,0.4,0.3,0.7777777777777777
colon_117.nii.gz,Colon,lesion_group,0.6666666666666666,0.6,0.5,0.7342857142857142
colon_030.nii.gz,Colon,lesion_group,0.6666666666666666,0.6,0.5,0.7388888888888889
colon_072.nii.gz,Colon,lesion_group,0.0,0.2,0.4,0.35158730158730156
colon_077.nii.gz,Colon,lesion_group,1.0,0.8,0.5,0.925
liver_47.nii.gz,Liver,cancer_flag,0.0,0.0,0.0,-0.0
lung_069.nii.gz,Liver,cancer_flag,1.0,0.8,0.9,0.9060405643738978
liver_119.nii.gz,Liver,cancer_flag,0.0,0.0,0.2,0.22619047619047616
lung_004.nii.gz,Liver,cancer_flag,1.0,1.0,0.8,0.9293650793650794
lung_093.nii.gz,Liver,cancer_flag,1.0,1.0,0.9,0.9467813051146385
liver_87.nii.gz,Liver,cancer_flag,0.6666666666666666,0.4,0.3,0.5555555555555556
liver_67.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_63.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_29.nii.gz,Liver,cancer_flag,0.3333333333333333,0.2,0.3,0.5694444444444444
liver_61.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_79.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_85.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_111.nii.gz,Liver,cancer_flag,1.0,0.8,0.8,0.8701388888888889
liver_50.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_16.nii.gz,Liver,cancer_flag,1.0,1.0,0.9,1.0
liver_93.nii.gz,Liver,cancer_flag,1.0,1.0,0.9,1.0
liver_100.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_117.nii.gz,Liver,cancer_flag,1.0,0.8,0.8,0.8951388888888889
liver_97.nii.gz,Liver,cancer_flag,1.0,1.0,1.0,1.0
liver_47.nii.gz,Liver,lesion_group,0.0,0.0,0.0,-0.0
lung_069.nii.gz,Liver,lesion_group,1.0,0.8,0.9,0.9060405643738978
liver_119.nii.gz,Liver,lesion_group,0.0,0.0,0.2,0.22619047619047616
lung_004.nii.gz,Liver,lesion_group,1.0,1.0,0.8,0.9293650793650794
lung_093.nii.gz,Liver,lesion_group,1.0,1.0,0.9,0.9467813051146385
liver_87.nii.gz,Liver,lesion_group,0.6666666666666666,0.4,0.3,0.5555555555555556
liver_67.nii.gz,Liver,lesion_group,0.0,0.0,0.1,0.14285714285714285
liver_63.nii.gz,Liver,lesion_group,1.0,0.8,0.6,0.8833333333333333
liver_29.nii.gz,Liver,lesion_group,0.3333333333333333,0.2,0.2,0.6666666666666666
liver_61.nii.gz,Liver,lesion_group,0.6666666666666666,0.8,0.9,0.8412257495590829
liver_79.nii.gz,Liver,lesion_group,1.0,1.0,0.9,0.9888888888888889
liver_85.nii.gz,Liver,lesion_group,1.0,1.0,0.9,0.9467813051146385
liver_111.nii.gz,Liver,lesion_group,0.0,0.0,0.3,0.25
liver_50.nii.gz,Liver,lesion_group,0.6666666666666666,0.6,0.6,0.6299603174603176
liver_16.nii.gz,Liver,lesion_group,0.6666666666666666,0.6,0.3,0.6388888888888888
liver_93.nii.gz,Liver,lesion_group,0.6666666666666666,0.4,0.3,0.5317460317460317
liver_100.nii.gz,Liver,lesion_group,0.3333333333333333,0.2,0.1,1.0
liver_117.nii.gz,Liver,lesion_group,0.6666666666666666,0.4,0.4,0.5166666666666666
liver_97.nii.gz,Liver,lesion_group,0.0,0.0,0.2,0.17142857142857143
liver_12.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
liver_125.nii.gz,Lung,cancer_flag,0.3333333333333333,0.2,0.1,0.5
liver_65.nii.gz,Lung,cancer_flag,1.0,0.8,0.8,0.9206845238095238
liver_73.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_120.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_212.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_217.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_218.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_246.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_265.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_303.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_304.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_318.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_345.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_346.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
pancreas_347.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_001.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_037.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_059.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_061.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_070.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_079.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_080.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_020.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_031.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_041.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_051.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_064.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_074.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_086.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_036.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
lung_075.nii.gz,Lung,cancer_flag,1.0,1.0,1.0,1.0
liver_12.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
liver_125.nii.gz,Lung,lesion_group,0.3333333333333333,0.2,0.1,0.5
liver_65.nii.gz,Lung,lesion_group,1.0,0.8,0.8,0.9206845238095238
liver_73.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_120.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_212.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_217.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_218.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_246.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_265.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_303.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_304.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_318.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_345.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_346.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
pancreas_347.nii.gz,Lung,lesion_group,1.0,1.0,1.0,1.0
lung_001.nii.gz,Lung,lesion_group,1.0,0.6,0.3,1.0
lung_037.nii.gz,Lung,lesion_group,0.3333333333333333,0.2,0.4,0.5151785714285715
lung_059.nii.gz,Lung,lesion_group,0.3333333333333333,0.4,0.4,0.48214285714285715
lung_061.nii.gz,Lung,lesion_group,0.3333333333333333,0.4,0.4,0.45714285714285713
lung_070.nii.gz,Lung,lesion_group,0.6666666666666666,0.4,0.2,0.5833333333333333
lung_079.nii.gz,Lung,lesion_group,0.6666666666666666,0.4,0.4,0.6488095238095238
lung_080.nii.gz,Lung,lesion_group,0.0,0.4,0.2,0.325
lung_020.nii.gz,Lung,lesion_group,1.0,1.0,0.8,0.9526289682539683
lung_031.nii.gz,Lung,lesion_group,0.6666666666666666,0.8,0.7,0.8260204081632654
lung_041.nii.gz,Lung,lesion_group,0.3333333333333333,0.6,0.4,0.5011904761904762
lung_051.nii.gz,Lung,lesion_group,0.3333333333333333,0.6,0.6,0.6218253968253968
lung_064.nii.gz,Lung,lesion_group,0.6666666666666666,0.8,0.8,0.7972222222222223
lung_074.nii.gz,Lung,lesion_group,0.6666666666666666,0.8,0.8,0.852281746031746
lung_086.nii.gz,Lung,lesion_group,0.3333333333333333,0.4,0.6,0.5327380952380952
lung_036.nii.gz,Lung,lesion_group,0.0,0.0,0.1,0.125
lung_075.nii.gz,Lung,lesion_group,0.0,0.0,0.1,0.1
